,painting_name,painting_title,img_url,painting_artist
1191,A Girl Singing Ballads by a Paper Lanthorn,,http://media.tate.org.uk/art/images/work/N/N05/N05471_10.jpg,"Morland, Henry Robert"
1192,House in Santiago,,http://media.tate.org.uk/art/images/work/N/N03/N03842_10.jpg,"Morrice, James Wilson"
1193,Location,,,"Morris, Robert"
1194,Angel of the Resurrection: Cartoon for Stained Glass,,http://media.tate.org.uk/art/images/work/N/N05/N05223_10.jpg,"Morris, William"
1195,"Sheet of Studies; a Male Caryatid, an Urn, Acanthus Scrolls Etc. Verso: Sketches",,http://media.tate.org.uk/art/images/work/T/T10/T10132_10.jpg,"Mortimer, John Hamilton"
1196,Opus 15 (Light Blue and Yellow),,,"Morton, Alastair"
1197,Elegy to the Spanish Republic #132,,http://media.tate.org.uk/art/images/work/T/T07/T07950_10.jpg,"Motherwell, Robert"
1198,Sitting Figure,,http://media.tate.org.uk/art/images/work/T/T06/T06847_10.jpg,"Moynihan, Rodrigo"
1199,Kew Bridge,,http://media.tate.org.uk/art/images/work/N/N02/N02996_10.jpg,"Muhrman, Henry"
1200,Head of an Old Man,,http://media.tate.org.uk/art/images/work/T/T09/T09118_10.jpg,"Mulready, William"
1201,Demolition of Hays Wharf,,http://media.tate.org.uk/art/images/work/N/N04/N04150_10.jpg,"Muncaster, Claude"
1202,The Sick Child,,http://media.tate.org.uk/art/images/work/N/N05/N05035_10.jpg,"Munch, Edvard"
1203,Float III,,http://media.tate.org.uk/art/images/work/T/T00/T00709_10.jpg,"Mundy, Henry"
1204,Severn and Wye. A Wide Hilly Landscape,,http://media.tate.org.uk/art/images/work/T/T10/T10146_10.jpg,"Munn, Paul Sandby"
1205,Their Majesties Return from Ascot,,http://media.tate.org.uk/art/images/work/N/N04/N04956_10.jpg,"Munnings, Sir Alfred"
1206,The Gathering Anguish Strikes Beneath ...,,http://media.tate.org.uk/art/images/work/T/T07/T07763_10.jpg,"Murphy, John"
1207,Figure with Yellow Foreground,,http://media.tate.org.uk/art/images/work/T/T06/T06875_10.jpg,"Murphy, Myles"
1208,The Resurrection,,,"Murray, Charles"
1209,"Portrait of John Ruskin, Head and Shoulders, Full Face",,http://media.tate.org.uk/art/images/work/T/T10/T10251_10.jpg,"Murray, Charles Fairfax"
1210,Summer Haze in Sussex,,,"Murray, Sir David"
1211,Red and Brown,,,"Murtic, Edo"
1212,A Ruined Castle,,http://media.tate.org.uk/art/images/work/T/T09/T09093_10.jpg,"Musgrave, George"
1213,Dalmatian Landscape,,http://media.tate.org.uk/art/images/work/P/P77/P77168_10.jpg,"Music, Zoran"
1214,You were always on my mind,,,"Mutu, Wangechi"
1215,"Portrait of James Hamilton, Earl of Arran, Later 3rd Marquis and 1st Duke of Hamilton, Aged 17",,http://media.tate.org.uk/art/images/work/N/N03/N03474_10.jpg,"Mytens, Daniel, the Elder"
1216,Waterfall with Fisherman,,http://media.tate.org.uk/art/images/work/T/T00/T00044_10.jpg,"Mller, William James"
1217,"Religious Procession, Addis Ababa",,,"Naghi Bey, Mohammed"
1218,Cube,,http://media.tate.org.uk/art/images/work/T/T07/T07544_10.jpg,"Nash, David"
1219,Paris: Point Neuf and Pont des Arts,,http://media.tate.org.uk/art/images/work/T/T09/T09135_10.jpg,"Nash, Frederick"
1220,A Path through Trees,,http://media.tate.org.uk/art/images/work/T/T02/T02247_10.jpg,"Nash, John"
1221,Lewes; a Church on a Hill,,http://media.tate.org.uk/art/images/work/T/T09/T09152_10.jpg,"Nasmyth, Patrick"
1222,Entrance to Tunbridge Town,,http://media.tate.org.uk/art/images/work/T/T08/T08640_10.jpg,"Nattes, John Claude"
1223,Study for Discarded Sweater,,,"Naylor, Martin"
1224,"View of Marnhead, Devonshire",,http://media.tate.org.uk/art/images/work/T/T10/T10351_10.jpg,"Neale, John Preston"
1225,Covent Garden Market,,http://media.tate.org.uk/art/images/work/N/N01/N01453_10.jpg,"Nebot, Balthazar"
1226,We Fishing the Time (densidades e buracos de minhoca),,,"Neto, Ernesto"
1227,Untitled No. 40,,,"Nevelson, Louise"
1228,The Soul of the Soulless City (New York - an Abstraction),,http://media.tate.org.uk/art/images/work/T/T07/T07448_10.jpg,"Nevinson, Christopher Richard Wynne"
1229,People Walking amongst Small Sandhills,,http://media.tate.org.uk/art/images/work/T/T07/T07337_10.jpg,"Newcomb, Mary"
1230,Moment,,http://media.tate.org.uk/art/images/work/T/T05/T05501_10.jpg,"Newman, Barnett"
1231,A Gleam of Sunlight,,http://media.tate.org.uk/art/images/work/T/T00/T00858_10.jpg,"Newton, Algernon"
1232,View of Naples,,http://media.tate.org.uk/art/images/work/T/T09/T09845_10.jpg,"Newton, Ann Mary"
1233,A Dutch Girl (The Window),,http://media.tate.org.uk/art/images/work/N/N00/N00354_10.jpg,"Newton, Gilbert Stuart"
1234,Willow Trees and a Fisherman,,http://media.tate.org.uk/art/images/work/T/T10/T10442_10.jpg,"Newton, Sir William"
1235,"Steyning Church, Sussex",,http://media.tate.org.uk/art/images/work/N/N04/N04091_10.jpg,"Nicholls, Bertram"
1236,St Ives (yellow and white) Oct 14-51,,,"Nicholson, Ben, OM"
1237,Still Life with Mirror,,http://media.tate.org.uk/art/images/work/T/T05/T05700_10.jpg,"Nicholson, E.Q."
1238,Branshill Head. A Stream among Hills,,http://media.tate.org.uk/art/images/work/T/T08/T08641_10.jpg,"Nicholson, Francis"
1239,"Zebra, Illustration to General History of Quadrupeds",,http://media.tate.org.uk/art/images/work/N/N03/N03970_10.jpg,"Nicholson, Isaac"
1240,Family Group,,http://media.tate.org.uk/art/images/work/T/T05/T05847_10.jpg,"Nicholson, Mabel"
1241,The Entrance to Worcester College,,http://media.tate.org.uk/art/images/work/T/T11/T11003_10.jpg,"Nicholson, Sir William"
1242,Hark Hark the Lark,,http://media.tate.org.uk/art/images/work/T/T09/T09141_10.jpg,"Nicholson, Thomas Henry"
1243,Glimpse Upon Waking,,http://media.tate.org.uk/art/images/work/T/T06/T06888_10.jpg,"Nicholson, Winifred"
1244,Donnybrook Fair,,http://media.tate.org.uk/art/images/work/N/N04/N04652_10.jpg,"Nicol, Erskine"
1245,Evening Stillness,,,"Nisbet, Robert Buchan"
1246,Blood Picture,,http://media.tate.org.uk/art/images/work/T/T03/T03412_10.jpg,"Nitsch, Hermann"
1247,"Dirleton Church, East Lothian",,http://media.tate.org.uk/art/images/work/N/N03/N03313_10.jpg,"Noble, Robert"
1248,Untitled,,,"Nogueira, Lucia"
1249,Peter Grimess Apprentice,,http://media.tate.org.uk/art/images/work/T/T03/T03560_10.jpg,"Nolan, Sir Sidney"
1250,Another Line,,http://media.tate.org.uk/art/images/work/T/T01/T01686_10.jpg,"Noland, Kenneth"
1251,The Sea B,,,"Nolde, Emil"
1252,"Vision of a City Tree, engraved by the Dalziel Brothers",,http://media.tate.org.uk/art/images/work/N/N04/N04022_10.jpg,"North, John William"
1253,A Young Lady Playing the Harp,,http://media.tate.org.uk/art/images/work/N/N04/N04376_10.jpg,"Northcote, James"
1254,"A Sailing Ship, Other Ships in the Distance",,http://media.tate.org.uk/art/images/work/T/T10/T10322_10.jpg,"O'Connor, James Arthur"
1255,Landscape,,,"O'Conor, Roderic"
1256,The Foundling,,http://media.tate.org.uk/art/images/work/N/N00/N00618_10.jpg,"O'Neill, George Bernard"
1257,The Upper Room,,,"Ofili, Chris"
1258,Solomons Mirror No. 2,,http://media.tate.org.uk/art/images/work/T/T07/T07245_10.jpg,"Olitski, Jules"
1259,Stelae #21,,,"Oliveira, Nathan"
1260,Charity,,http://media.tate.org.uk/art/images/work/T/T10/T10165_10.jpg,"Oliver, Isaac"
1261,Le Coin de lAtelier,,http://media.tate.org.uk/art/images/work/N/N04/N04851_10.jpg,"Oliver, Madge"
1262,"Roman Baths, Fountain of Diana, Nimes",,http://media.tate.org.uk/art/images/work/T/T08/T08538_10.jpg,"Oliver, William"
1263,Mrs Edwin Bale,,http://media.tate.org.uk/art/images/work/N/N04/N04883_10.jpg,"Olivier, Herbert A."
1264,Moonlit Shore,,http://media.tate.org.uk/art/images/work/N/N02/N02787_10.jpg,"Olsson, Julius"
1265,Good Feelings in Good Times,,http://media.tate.org.uk/art/images/work/T/T11/T11940_10.jpg,"Ondk, Roman"
1266,Polar No. 1,,http://media.tate.org.uk/art/images/work/T/T00/T00562_10.jpg,"Onley, Toni"
1267,A Present for the Past,,http://media.tate.org.uk/art/images/work/T/T02/T02391_10.jpg,"Onslow-Ford, Gordon"
1268,The Peasants Family,,http://media.tate.org.uk/art/images/work/N/N05/N05834_10.jpg,"Opie, John"
1269,Piccadilly Circus,,,"Oppenheimer, J."
1270,Vase with Dahlias,,http://media.tate.org.uk/art/images/work/N/N04/N04854_10.jpg,"Opsomer, Isidore"
1271,Ideal Landscape,,http://media.tate.org.uk/art/images/work/T/T09/T09397_10.jpg,"Oram, W."
1272,"Head of Napoleon, Study for Napoleon on Board the Bellerophon",,http://media.tate.org.uk/art/images/work/N/N06/N06001_10.jpg,"Orchardson, Sir William Quiller"
1273,Samurai Tree (Invariant 5),,,"Orozco, Gabriel"
1274,"Anatomical Study, Skull",,,"Orpen, Sir William"
1275,"Nameless and Friendless. The rich mans wealth is his strong city, etc. - Proverbs, x, 15",,http://media.tate.org.uk/art/images/work/T/T12/T12936_10.jpg,"Osborn, Emily"
1276,"Beach at Dusk, St Ives Harbour",,http://media.tate.org.uk/art/images/work/T/T03/T03649_10.jpg,"Osborn, William Evelyn"
1277,Life in the Streets: Hard Times,,http://media.tate.org.uk/art/images/work/N/N01/N01712_10.jpg,"Osborne, Walter Frederick"
1278,"Sketch for Iago and Cassio, and Figure Studies",,http://media.tate.org.uk/art/images/work/T/T02/T02246_10.jpg,"Ospovat, Henry"
1279,A Flight of Angels,,http://media.tate.org.uk/art/images/work/T/T09/T09144_10.jpg,"Ottley, William Young"
1280,Philip Westlake,,http://media.tate.org.uk/art/images/work/N/N04/N04734_10.jpg,"Ouless, Walter William"
1281,Deposition,,http://media.tate.org.uk/art/images/work/T/T05/T05738_10.jpg,"Oulton, Thrse"
1282,"The Old Welsh Bridge, Shrewsbury (after Paul Sandby)",,http://media.tate.org.uk/art/images/work/N/N02/N02408_10.jpg,"Owen, Rev. Edward Pryce"
1283,Glasses and Bottles,,http://media.tate.org.uk/art/images/work/T/T00/T00551_10.jpg,"Ozenfant, Amde"
1284,The Messenger,,,"Paalen, Wolfgang"
1285,As Proezas de Macunama 12,,,"Pacheco, Ana Maria"
1286,"Sirens, Evening, Western Poet",,,"Paladino, Mimmo"
1287,Tintagel Castle,,,"Palmer, Samuel"
1288,Portrait of the Artist as a Model,,,"Paolini, Giulio"
1289,Weaving,,,"Pape, Lygia"
1290,"From The Tenth Plague of Egypt exhibited 1802, JMW Turner, N00470, Tate Collection",,,"Parker, Cornelia"
1291,6.00 PM,,http://media.tate.org.uk/art/images/work/T/T12/T12411_10.jpg,"Parreno, Philippe"
1292,Bridges on the Seine. Verso: Sketch of an Abb,,http://media.tate.org.uk/art/images/work/T/T09/T09142_10.jpg,"Parrott, William"
1293,"A Roman Monument at Igel, in the Dutchy of Luxemburgh",,http://media.tate.org.uk/art/images/work/T/T11/T11677_10.jpg,"Pars, William"
1294,When Nature Painted all Things Gay,,http://media.tate.org.uk/art/images/work/N/N01/N01589_10.jpg,"Parsons, Alfred"
1295,The Waning of the Year,,http://media.tate.org.uk/art/images/work/N/N01/N01628_10.jpg,"Parton, Ernest"
1296,The Artists Daughter beside a Stove,,,"Pasternak, Leonid"
1297,Winter in Angus,,http://media.tate.org.uk/art/images/work/N/N04/N04818_10.jpg,"Patrick, J. McIntosh"
1298,J.P.233 in C.S.O. Blue,,,"Patterson, Simon"
1299,Landscape with Donkeys,,http://media.tate.org.uk/art/images/work/T/T09/T09367_10.jpg,"Payne, William"
1300,Lady Anne Pope,,http://media.tate.org.uk/art/images/work/T/T00/T00068_10.jpg,"Peake, Robert"
1301,St Ives from the Cemetery,,http://media.tate.org.uk/art/images/work/T/T06/T06733_10.jpg,"Pearce, Bryan"
1302,Nude on Striped Hammock,,http://media.tate.org.uk/art/images/work/P/P77/P77170_10.jpg,"Pearlstein, Philip"
1303,Burn Hole,,,"Peeters, Henk"
1304,An Oak Wood near Southampton,,http://media.tate.org.uk/art/images/work/N/N02/N02393_10.jpg,"Penley, Aaron Edwin"
1305,The Gossiping Blacksmith,,http://media.tate.org.uk/art/images/work/T/T00/T00643_10.jpg,"Penny, Edward"
1306,Study for Breath of Clay,,http://media.tate.org.uk/art/images/work/T/T06/T06773_10.jpg,"Penone, Giuseppe"
1307,House the Light-house,,http://media.tate.org.uk/art/images/work/T/T03/T03819_10.jpg,"Penrose, Sir Roland"
1308,Tulips,,http://media.tate.org.uk/art/images/work/N/N04/N04224_10.jpg,"Peploe, Samuel John"
1309,The Path by the River,,http://media.tate.org.uk/art/images/work/N/N03/N03035_10.jpg,"Peppercorn, Arthur Douglas"
1310,[title not known],,http://media.tate.org.uk/art/images/work/T/T10/T10799_10.jpg,"Percy, Lady Susan Elizabeth"
1311,In Snowdonia,,http://media.tate.org.uk/art/images/work/T/T07/T07049_10.jpg,"Percy, Sidney Richard"
1312,Neighbourhood Witch,,,"Periton, Simon"
1313,Harvest,,http://media.tate.org.uk/art/images/work/T/T00/T00218_10.jpg,"Permeke, Constant"
1314,[no title]. Verso: [no title],,,"Pernice, Manfred"
1315,Arcade,,http://media.tate.org.uk/art/images/work/T/T01/T01256_10.jpg,"Perryman, Margot"
1316,Lydia,,http://media.tate.org.uk/art/images/work/T/T04/T04848_10.jpg,"Peters, Rev. Matthew William"
1317,"Greenwich Reach, Moonlight",,http://media.tate.org.uk/art/images/work/T/T00/T00493_10.jpg,"Pether, Henry"
1318,Lake as a Furnace...The Black Archers,,,"Petlin, Irving"
1319,Untitled (Oscar Meyer Wishes...),,,"Pettibon, Raymond"
1320,Portrait of the Artist,,http://media.tate.org.uk/art/images/work/N/N02/N02434_10.jpg,"Pettie, John"
1321,A Mountainous Landscape in Spain,,http://media.tate.org.uk/art/images/work/T/T09/T09156_10.jpg,"Phillip, John"
1322,The Entertainment Machine,,http://media.tate.org.uk/art/images/work/T/T02/T02025_10.jpg,"Phillips, Esq Peter"
1323,Here We Exemplify,,http://media.tate.org.uk/art/images/work/T/T01/T01938_10.jpg,"Phillips, Esq Tom"
1324,Mrs Carter Gifford,,http://media.tate.org.uk/art/images/work/T/T06/T06599_10.jpg,"Phillips, Patrick"
1325,"Sir David Wilkie, R.A.",,http://media.tate.org.uk/art/images/work/N/N00/N00183_10.jpg,"Phillips, Thomas"
1326,Alarm Clock,,http://media.tate.org.uk/art/images/work/T/T13/T13345_10.jpg,"Picabia, Francis"
1327,The Kiss,,http://media.tate.org.uk/art/images/work/T/T12/T12203_10.jpg,"Picasso, Pablo"
1328,Still Life by a Window,,http://media.tate.org.uk/art/images/work/N/N05/N05347_10.jpg,"Pickard, Louise"
1329,"Amoret, Aemylia and Prince Arthur, in the Cottage of Sclaunder",,http://media.tate.org.uk/art/images/work/N/N00/N00445_10.jpg,"Pickersgill, Frederick Richard"
1330,Fairies on the Shore,,http://media.tate.org.uk/art/images/work/T/T09/T09366_10.jpg,"Pickersgill, Henry Hall"
1331,The Nun,,http://media.tate.org.uk/art/images/work/N/N00/N00791_10.jpg,"Pickersgill, Henry William"
1332,Men Installing Electric Lines at Vallauris,,,"Pignon, Edouard"
1333,"Still Life with Palette and Brushes, Fruit and Flowers",,http://media.tate.org.uk/art/images/work/T/T06/T06674_10.jpg,"Pine, Robert Edge"
1334,The Connoisseurs,,http://media.tate.org.uk/art/images/work/N/N04/N04085_10.jpg,"Pinwell, George John"
1335,Mother Duck,,http://media.tate.org.uk/art/images/work/N/N05/N05106_10.jpg,"Pirie, Sir George"
1336,A Corner of the Meadow at Eragny,,http://media.tate.org.uk/art/images/work/N/N06/N06003_10.jpg,"Pissarro, Camille"
1337,Contentment,,http://media.tate.org.uk/art/images/work/P/P08/P08226_10.jpg,"Pissarro, Lucien"
1338,"Wet Windscreen, Ramsgate Harbour",,http://media.tate.org.uk/art/images/work/T/T03/T03664_10.jpg,"Pitchforth, Roland Vivian"
1339,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11538_10.jpg,"Place, Francis"
1340,The Port of St Tropez,,,"Platt, John"
1341,"Taken from below the Ferry, Anglesea. Verso: Sketch",,http://media.tate.org.uk/art/images/work/T/T09/T09399_10.jpg,"Pocock, Isaac"
1342,Portsmouth from the Road Near St Helens,,http://media.tate.org.uk/art/images/work/T/T09/T09871_10.jpg,"Pocock, Nicholas"
1343,Abstract Composition,,http://media.tate.org.uk/art/images/work/T/T00/T00404_10.jpg,"Poliakoff, Serge"
1344,Trolling for Pike in the River Lee,,http://media.tate.org.uk/art/images/work/T/T03/T03437_10.jpg,"Pollard, James"
1345,Death of Henry V,,http://media.tate.org.uk/art/images/work/T/T09/T09368_10.jpg,"Pollard, Robert"
1346,Birth,,http://media.tate.org.uk/art/images/work/T/T03/T03979_10.jpg,"Pollock, Jackson"
1347,"Sketch, (?Ophelia)",,http://media.tate.org.uk/art/images/work/N/N05/N05761_10.jpg,"Poole, Paul Falconer"
1348,Out,,http://media.tate.org.uk/art/images/work/T/T01/T01053_10.jpg,"Poons, Larry"
1349,Liar Liar,,,"Pope, Nicholas"
1350,Winter Landscape,,,"Porter, Frederick J."
1351,Wrinkle,,,"Porter, Liliana"
1352,An Oriental Girl at a Spring,,http://media.tate.org.uk/art/images/work/T/T09/T09151_10.jpg,"Porter, Sir Robert Ker"
1353,White Screen,,http://media.tate.org.uk/art/images/work/T/T01/T01479_10.jpg,"Portway, Douglas"
1354,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11585_10.jpg,"Potre, le"
1355,Rest,,http://media.tate.org.uk/art/images/work/N/N05/N05446_10.jpg,"Potter, Frank Huddlestone"
1356,The Mice Stitching Button-Holes,,http://media.tate.org.uk/art/images/work/A/A01/A01110_10.jpg,"Potter, Helen Beatrix"
1357,"The Window, Chiswick",,http://media.tate.org.uk/art/images/work/T/T05/T05834_10.jpg,"Potter, Mary"
1358,Forest (Cornwall),,http://media.tate.org.uk/art/images/work/T/T04/T04125_10.jpg,"Potworowski, Peter"
1359,From Leatherhead Bridge,,http://media.tate.org.uk/art/images/work/T/T09/T09850_10.jpg,"Powell, Joseph"
1360,"Northleach Church, Gloucestershire",,http://media.tate.org.uk/art/images/work/N/N01/N01717_10.jpg,"Poynter, Ambrose"
1361,Cliffs at Tintagel,,http://media.tate.org.uk/art/images/work/T/T09/T09371_10.jpg,"Poynter, Sir Edward"
1362,Bethesda Quarry,,http://media.tate.org.uk/art/images/work/T/T03/T03898_10.jpg,"Prendergast, Peter"
1363,Bosham,,,"Pringle, John Quinton"
1364,Ayesha,,http://media.tate.org.uk/art/images/work/N/N01/N01570_10.jpg,"Prinsep, Valentine Cameron"
1365,The Orchard,,http://media.tate.org.uk/art/images/work/N/N05/N05325_10.jpg,"Procter, Dod"
1366,The Zodiac,,http://media.tate.org.uk/art/images/work/N/N04/N04839_10.jpg,"Procter, Ernest"
1367,Home Grown,,http://media.tate.org.uk/art/images/work/N/N06/N06176_10.jpg,"Prout, Margaret Fisher"
1368,Netley Abbey,,http://media.tate.org.uk/art/images/work/T/T08/T08540_10.jpg,"Prout, Samuel"
1369,A Fantastic Gateway,,http://media.tate.org.uk/art/images/work/T/T11/T11007_10.jpg,"Pryde, James"
1370,"LHtel Sully, Courtyard with Figures",,,"Pulham, Peter Rose"
1371,"The Mulgrave Alum Works at Sandsend, Yorkshire Coast",,http://media.tate.org.uk/art/images/work/N/N01/N01545_10.jpg,"Pyne, James Baker"
1372,Peasants outside a Cottage,,http://media.tate.org.uk/art/images/work/T/T09/T09133_10.jpg,"Pyne, William Henry"
1373,Shadowland,,http://media.tate.org.uk/art/images/work/T/T11/T11972_10.jpg,"Rae, Fiona"
1374,Mrs Cay,,http://media.tate.org.uk/art/images/work/N/N05/N05639_10.jpg,"Raeburn, Sir Henry"
1375,Lisi,,http://media.tate.org.uk/art/images/work/T/T05/T05001_10.jpg,"Raetz, Markus"
1376,Godstow Nunnery,,http://media.tate.org.uk/art/images/work/T/T11/T11727_10.jpg,"Ralph, Benjamin"
1377,Windmill and Sailing Boats,,http://media.tate.org.uk/art/images/work/T/T09/T09334_10.jpg,"Ralston, John"
1378,Portrait of Martha Baker,,http://media.tate.org.uk/art/images/work/T/T06/T06535_10.jpg,"Ramsay, Allan"
1379,Untitled,,,"Rashed, Hani"
1380,Landscape with Farm Buildings,,,"Ratcliffe, William"
1381,Study for Saintfoin in Bloom: View near Cobham in Kent,,http://media.tate.org.uk/art/images/work/T/T03/T03326_10.jpg,"Raven, John Samuel"
1382,Scene on the Deck of a Steamer,,http://media.tate.org.uk/art/images/work/N/N04/N04329_10.jpg,"Raven-Hill, Leonard"
1383,Tiger Moth,,http://media.tate.org.uk/art/images/work/N/N05/N05725_10.jpg,"Ravilious, Eric"
1384,View through a Window II,,http://media.tate.org.uk/art/images/work/T/T07/T07273_10.jpg,"Rawsthorne, Isabel"
1385,ESDS,,http://media.tate.org.uk/art/images/work/T/T07/T07902_10.jpg,"Rayson, David"
1386,"Ryde, Isle of Wight",,http://media.tate.org.uk/art/images/work/T/T02/T02251_10.jpg,"Read, David Charles"
1387,Apollo,,http://media.tate.org.uk/art/images/work/T/T10/T10338_10.jpg,"Rebecca, Biagio"
1388,Trout,,http://media.tate.org.uk/art/images/work/T/T00/T00116_10.jpg,"Rebeyrolle, Paul"
1389,The Emigrants Last Sight of Home,,http://media.tate.org.uk/art/images/work/T/T02/T02110_10.jpg,"Redgrave, Richard"
1390,Profile of a Woman with a Vase of Flowers,,http://media.tate.org.uk/art/images/work/T/T05/T05524_10.jpg,"Redon, Odilon"
